category,name,model,specification,color,feature,spec_model,spec_color,spec_feature,spec_rated_power,spec_voltage,spec_frequency,spec_cable_length,spec_product_size,spec_gift_box_size,spec_carton_size,spec_package_standard,spec_net_weight,spec_gross_weight,html_content,image_url,product_url
Hair Dryer,Wall-Mounted Hair Dryer RCY-67588B,RCY-67588B,"220V-240V~, 50H/60Hz, 1800W",White/Black,"Small body with super power; High-efficient and high-speed motor; Wall-mounted; Micro safety switch; 2 wind speed options, 2/3 temperature controlled options",RCY-67588B,Black/White,"With shaver sockets: dual voltage(110V~/220V~); Small body with super power; High-efficient and high-speed motor; Wall-mounted; Micro safety switch; More concentrated wind and high efficient drying coming from pressurized wind-gathering outlet; One-piece noise reduction rear cover; Coil spring power cable without taking up extra space; 2 wind speed options, 2/3 temperature controlled options; Built-in famous brand high-quality thermosta; Overheating protection; Automatic power-off; Thermal-resistant and flame-retardant device",1800W,220V-240V~,50Hz/60Hz,,W225xD145xH250MM,W 270 xD1 15 xH2 18 MM,W555xD365xH445MM,12PCS/CTN,1 .4 KG/PC,1 .42 KG/PC,"<li>With shaver sockets: dual voltage(110V~/220V~)</li>
<li>Small body with super power</li>
<li>High-efficient and high-speed motor</li>
<li>Wall-mounted</li>
<li>Micro safety switch</li>
<li>More concentrated wind and high efficient drying coming from pressurized wind-gathering outlet</li>
<li>One-piece noise reduction rear cover</li>
<li>Coil spring power cable without taking up extra space</li>
<li>2 wind speed options, 2/3 temperature controlled options</li>
<li>Built-in famous brand high-quality thermosta</li>
<li>Overheating protection</li>
<li>Automatic power-off</li>
<li>Thermal-resistant and flame-retardant device</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: RCY-67588B</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50H/60Hz, 1800W</li>
<li>Rated Power: 1800W</li>
<li>Voltage: 220V-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: W225xD145xH250MM</li>
<li>Gift Box Size: W 270 xD1 15 xH2 18 MM</li>
<li>Master Carton Size: W555xD365xH445MM</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Net Weight: 1 .4 KG/PC</li>
<li>Gross Weight: 1 .42 KG/PC</li>","https://cdn.globalso.com/aolga-hk/RCY-67588.jpg,https://cdn.globalso.com/aolga-hk/133.jpg,https://cdn.globalso.com/aolga-hk/1112.jpg,https://cdn.globalso.com/aolga-hk/66.jpg,https://cdn.globalso.com/aolga-hk/413.jpg,https://cdn.globalso.com/aolga-hk/108.jpg,https://cdn.globalso.com/aolga-hk/129.jpg,https://cdn.globalso.com/aolga-hk/229.jpg,https://cdn.globalso.com/aolga-hk/313.jpg",https://www.aolga-hk.com/copy-wall-mounted-hair-dryer-rcy-67588bd158rcy-568-product/
Hair Dryer,Hotel Wall-Mounted Hair Dryer RCY-568,RCY-568,"220V-240V~, 50Hz/60Hz, 1800W",White,"Famous brand DC motor with high torque and high speed; Slim and comfortable handle, easy to use and store; Optimized design of fan pages and air ducts, effectively mute and comfortable to use; Overheating protection; 2 wind speed options and 2/3 temperature controlled options; Micro switch",RCY-568,White,Wall-mounted hairdryer; 1800W high power; AC motor; 2 wind speed options and 3/2 temperature controlled options; Micro switch,1800W,220V-240V~,50Hz/60Hz,,W260xD850xH240MM,W270xD115xH235MM,W515xD360xH395MM,12PCS/CTN,1.0KG/PC,1.08KG/PC,"<li>Wall-mounted hairdryer</li>
<li>1800W high power</li>
<li>AC motor</li>
<li>2 wind speed options and 3/2 temperature controlled options</li>
<li>Micro switch</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: RCY-568</li>
<li>Color: White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1800W</li>
<li>Rated Power: 1800W</li>
<li>Voltage: 220V-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: W260xD850xH240MM</li>
<li>Gift Box Size: W270xD115xH235MM</li>
<li>Master Carton Size: W515xD360xH395MM</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Net Weight: 1.0KG/PC</li>
<li>Gross Weight: 1.08KG/PC</li>","https://cdn.globalso.com/aolga-hk/AOLGA-Wall-Mounted-Hair-Dryer-RCY-568.jpg,https://cdn.globalso.com/aolga-hk/59.jpg,https://cdn.globalso.com/aolga-hk/231.jpg,https://cdn.globalso.com/aolga-hk/416.jpg,https://cdn.globalso.com/aolga-hk/315.jpg",https://www.aolga-hk.com/wall-mounted-hair-dryer-rcy-568-product/
Hair Dryer,Wall-Mounted Hair Dryer RCY-67220,RCY-67220,"220V-240V~, 50Hz/60Hz, 1800W",Black/White,2 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,RCY-67220,Black/White,2 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,1 8 00W,220-240V~,50Hz/60Hz,/,1600 x1 05 x2 30 MM(WxDxH),/,495 x 325 x 450 MM(WxDxH),/,/,0.6 KG/PC,"<li>2 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: RCY-67220</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1800W</li>
<li>Rated Power: 1 8 00W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: 1600 x1 05 x2 30 MM(WxDxH)</li>
<li>Master Carton Size: 495 x 325 x 450 MM(WxDxH)</li>
<li>Gross Weight: 0.6 KG/PC</li>",https://cdn.globalso.com/aolga-hk/177.jpg,https://www.aolga-hk.com/wall-mounted-hair-dryer-rcy-67220-product/
Hair Dryer,Wall-Mounted Hair Dryer 67220-2,67220-2,"220V-240V~, 50Hz/60Hz, 1200W",Black/White,2 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,67220-2,Black/White,2 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,1 2 00W,220-240V~,50Hz/60Hz,/,135 x 110 x2 40 MM(WxDxH),/,515 x 385 x 320 MM(WxDxH),/,/,1 KG/PC,"<li>2 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: 67220-2</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1200W</li>
<li>Rated Power: 1 2 00W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: 135 x 110 x2 40 MM(WxDxH)</li>
<li>Master Carton Size: 515 x 385 x 320 MM(WxDxH)</li>
<li>Gross Weight: 1 KG/PC</li>",https://cdn.globalso.com/aolga-hk/179.jpg,https://www.aolga-hk.com/wall-mounted-hair-dryer-67220-2-product/
Hair Dryer,Wall-Mounted Hair Dryer RCY-67600B,RCY-67600B,"220V-240V~, 50Hz/60Hz, 1200W",Black/White,2 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,RCY-67 6 00B,Black/White,2 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,1 8 00W,220-240V~,50Hz/60Hz,/,170 x1 00 x2 40 MM(WxDxH),/,475 x 385 x 320 MM(WxDxH),/,/,1. 0 KG/PC,"<li>2 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: RCY-67 6 00B</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1200W</li>
<li>Rated Power: 1 8 00W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: 170 x1 00 x2 40 MM(WxDxH)</li>
<li>Master Carton Size: 475 x 385 x 320 MM(WxDxH)</li>
<li>Gross Weight: 1. 0 KG/PC</li>",https://cdn.globalso.com/aolga-hk/175.jpg,https://www.aolga-hk.com/wall-mounted-hair-dryer-rcy-67600b-product/
Hair Dryer,Wall-Mounted Hair Dryer RCY-67300B,RCY-67300B,"220V-240V~, 50Hz/60Hz, 1200W",Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,RCY-67300B,Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,1 2 00W,220-240V~,50Hz/60Hz,/,230 x1 10 x2 05 MM(WxDxH),/,475 x 385 x 320 MM(WxDxH),/,/,1. 0 KG/PC,"<li>3 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: RCY-67300B</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1200W</li>
<li>Rated Power: 1 2 00W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: 230 x1 10 x2 05 MM(WxDxH)</li>
<li>Master Carton Size: 475 x 385 x 320 MM(WxDxH)</li>
<li>Gross Weight: 1. 0 KG/PC</li>",https://cdn.globalso.com/aolga-hk/173.jpg,https://www.aolga-hk.com/wall-mounted-hair-dryer-rcy-67300b-product/
Hair Dryer,Wall-Mounted Hair Dryer RCY-67600D,RCY-67600D,"220V-240V~, 50Hz/60Hz, 1800W",Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor; Dual voltage (220V/110V),RCY-67600D,Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor; Dual voltage (220V/110V),1800W,220-240V~,50Hz/60Hz,/,170x100x240MM(WxDxH),/,475x385x420MM(WxDxH),/,/,1.25KG/PC,"<li>3 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<li>Dual voltage (220V/110V)</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: RCY-67600D</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1800W</li>
<li>Rated Power: 1800W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: 170x100x240MM(WxDxH)</li>
<li>Master Carton Size: 475x385x420MM(WxDxH)</li>
<li>Gross Weight: 1.25KG/PC</li>",https://cdn.globalso.com/aolga-hk/未标题-124.jpg,https://www.aolga-hk.com/wall-mounted-hair-dryer-rcy-67600d-product/
Hair Dryer,Wall-Mounted Hair Dryer RCY-67480T,RCY-67480T,"220V-240V~, 50Hz/60Hz, 1600W",Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,RCY-67480T,Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,1 6 00W,220-240V~,50Hz/60Hz,/,235 x1 50 x2 5 0MM(WxDxH),/,555 x 445 x 365 MM(WxDxH),/,/,1. 0 KG/PC,"<li>3 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: RCY-67480T</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1600W</li>
<li>Rated Power: 1 6 00W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: 235 x1 50 x2 5 0MM(WxDxH)</li>
<li>Master Carton Size: 555 x 445 x 365 MM(WxDxH)</li>
<li>Gross Weight: 1. 0 KG/PC</li>",https://cdn.globalso.com/aolga-hk/未标题-125.jpg,https://www.aolga-hk.com/wall-mounted-hair-dryer-rcy-67480t-product/
Hair Dryer,Wall-Mounted Hair Dryer RCY-67480,RCY-67480,"220V-240V~, 50Hz/60Hz, 1200W",Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor; Dual voltage (220V/110V),RCY-67480,Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor; Dual voltage (220V/110V),1200W,220-240V~,50Hz/60Hz,/,235x150x250MM(WxDxH),/,555x445x365MM(WxDxH),/,/,1.48KG/PC,"<li>3 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<li>Dual voltage (220V/110V)</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: RCY-67480</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1200W</li>
<li>Rated Power: 1200W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: 235x150x250MM(WxDxH)</li>
<li>Master Carton Size: 555x445x365MM(WxDxH)</li>
<li>Gross Weight: 1.48KG/PC</li>",https://cdn.globalso.com/aolga-hk/169.jpg,https://www.aolga-hk.com/wall-mounted-hair-dryer-rcy-67480-product/
Hair Dryer,Hotel Wall-Mounted Hair Dryer D158,D158,"220V-240V~, 50Hz/60Hz, 1800W",Black/White,"High-efficient and high-speed motor, micro safety switch; More concentrated wind and high efficient drying coming from pressurized wind-gathering outlet; One-piece noise reduction rear cover; Micro switch",D158,Black/White,"Small body with super power; High-efficient and high-speed motor; Wall-mounted; Micro safety switch; More concentrated wind and high efficient drying coming from pressurized wind-gathering outlet; One-piece noise reduction rear cover; Coil spring power cable without taking up extra space; 2 wind speed options, 2/3 temperature controlled options; Built-in famous brand high-quality thermosta; Overheating protection; Automatic power-off; Thermal-resistant and flame-retardant device",1800W,220V-240V~,50Hz/60Hz,,W271xD146mmxH180MM,W250xD115xH190MM,W515xD360xH395MM,12PCS/CTN,0.92KG/PC,1.0KG/PC,"<li>Small body with super power</li>
<li>High-efficient and high-speed motor</li>
<li>Wall-mounted</li>
<li>Micro safety switch</li>
<li>More concentrated wind and high efficient drying coming from pressurized wind-gathering outlet</li>
<li>One-piece noise reduction rear cover</li>
<li>Coil spring power cable without taking up extra space</li>
<li>2 wind speed options, 2/3 temperature controlled options</li>
<li>Built-in famous brand high-quality thermosta</li>
<li>Overheating protection</li>
<li>Automatic power-off</li>
<li>Thermal-resistant and flame-retardant device</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: D158</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1800W</li>
<li>Rated Power: 1800W</li>
<li>Voltage: 220V-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: W271xD146mmxH180MM</li>
<li>Gift Box Size: W250xD115xH190MM</li>
<li>Master Carton Size: W515xD360xH395MM</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Net Weight: 0.92KG/PC</li>
<li>Gross Weight: 1.0KG/PC</li>","https://cdn.globalso.com/aolga-hk/D158黑色.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Wall-Mounted-Hair-Dryer-D158White.jpg,https://cdn.globalso.com/aolga-hk/127.jpg,https://cdn.globalso.com/aolga-hk/711.jpg,https://cdn.globalso.com/aolga-hk/228.jpg,https://cdn.globalso.com/aolga-hk/57.jpg,https://cdn.globalso.com/aolga-hk/85.jpg,https://cdn.globalso.com/aolga-hk/1114.jpg,https://cdn.globalso.com/aolga-hk/135.jpg,https://cdn.globalso.com/aolga-hk/142.jpg",https://www.aolga-hk.com/hotel-wall-mounted-hair-dryer-d158-product/
Hair Dryer,Hair Dryer HD-877,HD-887,2000W; 220-240V~; 50Hz/60Hz,Gray/White,Retractable cord; Cool shot functionlonic function; 2 speeds & 3 heat settings; Removable end cap; Hang up hook; Overheating protection,HD-887,Gray/White,Retractable cord; Cool shot functionlonic function; 2 speeds & 3 heat settings; Removable end cap; Hang up hook; Overheating protection,2000W,220-240V~,50Hz/60Hz,1.8M,/,223x98x250MM(WxDxH),515x466x305MM(WxDxH),12PCS/CTN,/,/,"<li>Retractable cord</li>
<li>Cool shot functionlonic function</li>
<li>2 speeds & 3 heat settings</li>
<li>Removable end cap</li>
<li>Hang up hook</li>
<li>Overheating protection</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: HD-887</li>
<li>Color: Gray/White</li>
<li>Specification: 2000W; 220-240V~; 50Hz/60Hz</li>
<li>Rated Power: 2000W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 1.8M</li>
<li>Gift Box Size: 223x98x250MM(WxDxH)</li>
<li>Master Carton Size: 515x466x305MM(WxDxH)</li>
<li>Package Standard: 12PCS/CTN</li>",https://cdn.globalso.com/aolga-hk/HD-887.jpg,https://www.aolga-hk.com/hair-dryer-hd-877-product/
Hair Dryer,Electric Retractable Cord Hair Dryer HD-872,HD-872,"220V-240V~, 50Hz/60Hz, 2000W; 1.45M power cable",Black/White,Retractable cordConcentratorDC motor; Cool shot function; lonic function; 2 speeds & 3 heat settingsRemovable end cap,HD-872,Black/Whire,Retractable cordConcentratorDC motor; Cool shot functionlonic function; 2 speeds & 3 heat settingsRemovable end cap; Hang up hook; Overheating protection,2000W,220V-240V~,50Hz/60Hz,1.45M,,W223xD98xH236MM,W490xD466xH305MM,12PCS/CTN,/,0.75KG/PC,"<li>Retractable cordConcentratorDC motor</li>
<li>Cool shot functionlonic function</li>
<li>2 speeds & 3 heat settingsRemovable end cap</li>
<li>Hang up hook</li>
<li>Overheating protection</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: HD-872</li>
<li>Color: Black/Whire</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 2000W; 1.45M power cable</li>
<li>Rated Power: 2000W</li>
<li>Voltage: 220V-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 1.45M</li>
<li>Gift Box Size: W223xD98xH236MM</li>
<li>Master Carton Size: W490xD466xH305MM</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Gross Weight: 0.75KG/PC</li>","https://cdn.globalso.com/aolga-hk/872-1.jpg,https://cdn.globalso.com/aolga-hk/872-2.jpg,https://cdn.globalso.com/aolga-hk/872-3.jpg",https://www.aolga-hk.com/electric-retractable-cord-hair-dryer-hd-872-product/
Hair Dryer,Hair Dryer QL-5920,QL-5920,"220V-240V~, 50Hz/60Hz, 1800-2200W; 1.8M power cable",Black,"With safety switch only working when the finger is pressed; DC motor with high torque and high speed; Overheating protection to automatically power off; 2 wind speed options, 3 temperature controlled options; With anion care; Removable back cover; Rotatable handle",QL-5920,Black,With safety switch only working when the finger is pressed; Small and portable use; DC motor with high torque and high speed; Fast dry; Overheating protection to automatically power off; 2 wind speed options; 3 temperature controlled options; With anion care; Removable back cover; Rotatable handle,1850-2200W,220V-240V~,50Hz/60Hz,1.8M,,W243xD98xH281MM,W505xD255xH580MM,10PCS/CTN,0.7KG/PC,0.8KG/PC,"<li>With safety switch only working when the finger is pressed</li>
<li>Small and portable use</li>
<li>DC motor with high torque and high speed</li>
<li>Fast dry</li>
<li>Overheating protection to automatically power off</li>
<li>2 wind speed options</li>
<li>3 temperature controlled options</li>
<li>With anion care</li>
<li>Removable back cover</li>
<li>Rotatable handle</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: QL-5920</li>
<li>Color: Black</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1800-2200W; 1.8M power cable</li>
<li>Rated Power: 1850-2200W</li>
<li>Voltage: 220V-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 1.8M</li>
<li>Gift Box Size: W243xD98xH281MM</li>
<li>Master Carton Size: W505xD255xH580MM</li>
<li>Package Standard: 10PCS/CTN</li>
<li>Net Weight: 0.7KG/PC</li>
<li>Gross Weight: 0.8KG/PC</li>","https://cdn.globalso.com/aolga-hk/5920-1.jpg,https://cdn.globalso.com/aolga-hk/5920-3.jpg",https://www.aolga-hk.com/hair-dryer-ql-5920-product/
Hair Dryer,Hair Dryer C187,C187,"220V-240V~, 50Hz/60Hz, 1200W; 1.4M power cable",Black/White,2 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,C187,Black/White,2 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,1200W,220-240V~,50Hz/60Hz,1.4M,185x80x225MM(WxDxH),/,515x395x510MM(WxDxH),/,/,0.75KG/PC,"<li>2 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: C187</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1200W; 1.4M power cable</li>
<li>Rated Power: 1200W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 1.4M</li>
<li>Product Size: 185x80x225MM(WxDxH)</li>
<li>Master Carton Size: 515x395x510MM(WxDxH)</li>
<li>Gross Weight: 0.75KG/PC</li>",https://cdn.globalso.com/aolga-hk/167.jpg,https://www.aolga-hk.com/hair-dryer-c187-product/
Hair Dryer,Hair Dryer C309,C309,"220V-240V~, 50Hz/60Hz, 1800W; 1.4M power cable",Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,C309,Black /White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor,1 8 00W,220-240V~,50Hz/60Hz,1. 4 M,/,/,515 x3 95 x 510 MM(WxDxH),/,/,0. 75 KG/PC,"<li>3 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: C309</li>
<li>Color: Black /White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1800W; 1.4M power cable</li>
<li>Rated Power: 1 8 00W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 1. 4 M</li>
<li>Master Carton Size: 515 x3 95 x 510 MM(WxDxH)</li>
<li>Gross Weight: 0. 75 KG/PC</li>",https://cdn.globalso.com/aolga-hk/166.jpg,https://www.aolga-hk.com/hair-dryer-c309-product/
Hair Dryer,Foldable Hair Dryer C201,C201,"220V-240V~, 50Hz/60Hz, 1800W; 1.4M power cable",Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor; Foldable handle for convenient storage,C201,Black/White,3 temperature controlled options; 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor; Foldable handle for convenient storage,1800W,220-240V,50Hz/60Hz,1.4M,210x80x130MM(WxDxH),/,495x325x450MM(WxDxH),20PCS/CTN,/,0.6KG/PC,"<li>3 temperature controlled options</li>
<li>2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<li>Foldable handle for convenient storage</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: C201</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1800W; 1.4M power cable</li>
<li>Rated Power: 1800W</li>
<li>Voltage: 220-240V</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 1.4M</li>
<li>Product Size: 210x80x130MM(WxDxH)</li>
<li>Master Carton Size: 495x325x450MM(WxDxH)</li>
<li>Package Standard: 20PCS/CTN</li>
<li>Gross Weight: 0.6KG/PC</li>",https://cdn.globalso.com/aolga-hk/201.jpg,https://www.aolga-hk.com/foldable-hair-dryer-c201-product/
Hair Dryer,Foldable Hair Drver C203,C203,"220V-240V~, 50Hz/60Hz, 1800W; 1.4M power cable",Gray/White,"3 temperature controlled options, 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor; Foldable handle optimizes storage space",C203,Black/White,"3 temperature controlled options, 2 wind speed options; Micro safety switch; Overheating protection; Powerful DC motor; Foldable handle optimizes storage space",1800W,220-240V,50Hz/60Hz,1.4M,201x78x130MM(WxDxH),/,495x325x450MM(WxDxH),20PCS/CTN,/,0.6KG/PC,"<li>3 temperature controlled options, 2 wind speed options</li>
<li>Micro safety switch</li>
<li>Overheating protection</li>
<li>Powerful DC motor</li>
<li>Foldable handle optimizes storage space</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: C203</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1800W; 1.4M power cable</li>
<li>Rated Power: 1800W</li>
<li>Voltage: 220-240V</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 1.4M</li>
<li>Product Size: 201x78x130MM(WxDxH)</li>
<li>Master Carton Size: 495x325x450MM(WxDxH)</li>
<li>Package Standard: 20PCS/CTN</li>
<li>Gross Weight: 0.6KG/PC</li>","https://cdn.globalso.com/aolga-hk/C203.jpg,https://cdn.globalso.com/aolga-hk/C203-1.jpg",https://www.aolga-hk.com/foldable-hair-drver-c203-product/
